,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
159,0.805,0.904578,0.894412,0.976929,0.803973,0.882053,0.81395,16837,259,2674,10967,0.01515,0.196027,0.98485,30737,0.443797,0.365228,53739.0
160,0.81,0.903732,0.893392,0.977643,0.801408,0.880796,0.812526,16846,250,2709,10932,0.014623,0.198592,0.985377,30737,0.443797,0.363796,54430.0
161,0.815,0.902983,0.892519,0.977939,0.799428,0.879719,0.811207,16850,246,2736,10905,0.014389,0.200572,0.985611,30737,0.443797,0.362788,54966.0
162,0.82,0.90204,0.891375,0.978829,0.796496,0.878299,0.809644,16861,235,2776,10865,0.013746,0.203504,0.986254,30737,0.443797,0.361128,55755.0
163,0.825,0.901649,0.890846,0.979845,0.794736,0.877636,0.809124,16873,223,2800,10841,0.013044,0.205264,0.986956,30737,0.443797,0.359957,56223.0
164,0.83,0.900478,0.88946,0.980563,0.791438,0.875908,0.807122,16882,214,2845,10796,0.012518,0.208562,0.987482,30737,0.443797,0.3582,57114.0
165,0.835,0.899405,0.888199,0.981118,0.788505,0.874329,0.805271,16889,207,2885,10756,0.012108,0.211495,0.987892,30737,0.443797,0.356671,57907.0
166,0.84,0.898624,0.887282,0.981517,0.786379,0.873179,0.803928,16894,202,2914,10727,0.011816,0.213621,0.988184,30737,0.443797,0.355565,58482.0
167,0.845,0.898006,0.886504,0.982458,0.78418,0.872192,0.802991,16905,191,2944,10697,0.011172,0.21582,0.988828,30737,0.443797,0.354231,59071.0
168,0.85,0.896379,0.884619,0.983001,0.780001,0.869814,0.800146,16912,184,3001,10640,0.010763,0.219999,0.989237,30737,0.443797,0.352149,60204.0
169,0.855,0.89537,0.883416,0.983759,0.777069,0.868283,0.798473,16921,175,3041,10600,0.010236,0.222931,0.989764,30737,0.443797,0.350555,60995.0
170,0.86,0.894329,0.882192,0.984342,0.77421,0.866721,0.79671,16928,168,3080,10561,0.009827,0.22579,0.990173,30737,0.443797,0.349058,61768.0
171,0.865,0.893191,0.880864,0.984834,0.771204,0.865025,0.794754,16934,162,3121,10520,0.009476,0.228796,0.990524,30737,0.443797,0.347529,62582.0
172,0.87,0.891954,0.879434,0.985236,0.768052,0.863193,0.792608,16939,157,3164,10477,0.009183,0.231948,0.990817,30737,0.443797,0.345967,63437.0
173,0.875,0.890588,0.877858,0.985636,0.764607,0.861165,0.79023,16944,152,3211,10430,0.008891,0.235393,0.991109,30737,0.443797,0.344276,64372.0
174,0.88,0.889384,0.876405,0.986786,0.760941,0.859272,0.788315,16957,139,3261,10380,0.008131,0.239059,0.991869,30737,0.443797,0.342226,65359.0
175,0.885,0.887822,0.874624,0.987004,0.757203,0.856965,0.785557,16960,136,3312,10329,0.007955,0.242797,0.992045,30737,0.443797,0.340469,66376.0
176,0.89,0.886391,0.872937,0.987886,0.753244,0.854754,0.783187,16970,126,3366,10275,0.00737,0.246756,0.99263,30737,0.443797,0.338387,67446.0
177,0.895,0.88522,0.871543,0.988787,0.749872,0.852914,0.781294,16980,116,3412,10229,0.006785,0.250128,0.993215,30737,0.443797,0.336565,68356.0
178,0.9,0.883398,0.869439,0.989392,0.745253,0.850142,0.778176,16987,109,3475,10166,0.006376,0.254747,0.993624,30737,0.443797,0.334288,69609.0
179,0.905,0.881836,0.867635,0.989917,0.741295,0.847753,0.775511,16993,103,3529,10112,0.006025,0.258705,0.993975,30737,0.443797,0.332336,70683.0
180,0.91,0.879624,0.865091,0.990526,0.735796,0.844368,0.771714,17000,96,3604,10037,0.005615,0.264204,0.994385,30737,0.443797,0.329668,72176.0
181,0.915,0.877672,0.862839,0.991152,0.730885,0.84135,0.768393,17007,89,3671,9970,0.005206,0.269115,0.994794,30737,0.443797,0.32726,73509.0
182,0.92,0.875915,0.860816,0.991694,0.726486,0.838622,0.765406,17013,83,3731,9910,0.004855,0.273514,0.995145,30737,0.443797,0.325113,74703.0
183,0.925,0.873247,0.857788,0.991923,0.720255,0.834537,0.760735,17016,80,3816,9825,0.004679,0.279745,0.995321,30737,0.443797,0.32225,76400.0
184,0.93,0.870417,0.854503,0.993158,0.712924,0.830026,0.756038,17029,67,3916,9725,0.003919,0.287076,0.996081,30737,0.443797,0.318574,78387.0
185,0.935,0.868237,0.85201,0.993618,0.707646,0.826597,0.75231,17034,62,3988,9653,0.003627,0.292354,0.996373,30737,0.443797,0.316069,79822.0
186,0.94,0.865895,0.849348,0.993878,0.702148,0.822923,0.74825,17037,59,4063,9578,0.003451,0.297852,0.996549,30737,0.443797,0.313531,81319.0
187,0.945,0.862641,0.845631,0.99454,0.694304,0.817734,0.742703,17044,52,4170,9471,0.003042,0.305696,0.996958,30737,0.443797,0.309822,83452.0
188,0.95,0.859258,0.841789,0.9949,0.686387,0.812337,0.736862,17048,48,4278,9363,0.002808,0.313613,0.997192,30737,0.443797,0.306178,85608.0
189,0.955,0.854898,0.836833,0.995467,0.676123,0.805291,0.729384,17054,42,4418,9223,0.002457,0.323877,0.997543,30737,0.443797,0.301428,88402.0
190,0.96,0.8494,0.830587,0.996146,0.663221,0.796286,0.719973,17061,35,4594,9047,0.002047,0.336779,0.997953,30737,0.443797,0.295475,91915.0
191,0.965,0.845528,0.826218,0.996206,0.654424,0.78993,0.713248,17062,34,4714,8927,0.001989,0.345576,0.998011,30737,0.443797,0.291538,94314.0
192,0.97,0.840518,0.820566,0.996252,0.643061,0.781609,0.704553,17063,33,4869,8772,0.00193,0.356939,0.99807,30737,0.443797,0.286463,97413.0
193,0.975,0.834467,0.813733,0.996402,0.629279,0.771387,0.694098,17065,31,5057,8584,0.001813,0.370721,0.998187,30737,0.443797,0.280281,101171.0
194,0.98,0.827992,0.80638,0.997262,0.614105,0.760129,0.683138,17073,23,5264,8377,0.001345,0.385895,0.998655,30737,0.443797,0.273286,105303.0
195,0.985,0.819794,0.797135,0.997299,0.595558,0.745766,0.668982,17074,22,5517,8124,0.001287,0.404442,0.998713,30737,0.443797,0.265023,110362.0
196,0.99,0.805609,0.781132,0.997534,0.563375,0.720075,0.64458,17077,19,5956,7685,0.001111,0.436625,0.998889,30737,0.443797,0.250643,119139.0
