,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
155,0.785,0.928444,0.927542,0.957911,0.892331,0.923959,0.85847,9977,386,1060,8785,0.037248,0.107669,0.962752,20208,0.487183,0.45383,21586.0
156,0.79,0.927949,0.927024,0.958265,0.890909,0.92336,0.857574,9981,382,1074,8771,0.036862,0.109091,0.963138,20208,0.487183,0.452939,21862.0
157,0.795,0.927356,0.926396,0.958913,0.888979,0.922623,0.856526,9988,375,1093,8752,0.036186,0.111021,0.963814,20208,0.487183,0.451653,22235.0
158,0.8,0.926415,0.925421,0.959231,0.886643,0.92151,0.854793,9992,371,1116,8729,0.0358,0.113357,0.9642,20208,0.487183,0.450317,22691.0
159,0.805,0.925871,0.924855,0.959485,0.885221,0.920858,0.853801,9995,368,1130,8715,0.035511,0.114779,0.964489,20208,0.487183,0.449475,22968.0
160,0.81,0.925525,0.924484,0.960062,0.8839,0.920408,0.853221,10001,362,1143,8702,0.034932,0.1161,0.965068,20208,0.487183,0.448535,23222.0
161,0.815,0.925327,0.924263,0.960756,0.882783,0.920121,0.852937,10008,355,1154,8691,0.034256,0.117217,0.965744,20208,0.487183,0.447644,23435.0
162,0.82,0.924683,0.923583,0.961517,0.88065,0.919309,0.851831,10016,347,1175,8670,0.033485,0.11935,0.966515,20208,0.487183,0.446209,23847.0
163,0.825,0.92404,0.922917,0.961667,0.879126,0.918546,0.85065,10018,345,1190,8655,0.033292,0.120874,0.966708,20208,0.487183,0.445368,24145.0
164,0.83,0.922951,0.921793,0.961881,0.876587,0.917256,0.848651,10021,342,1215,8630,0.033002,0.123413,0.966998,20208,0.487183,0.443983,24642.0
165,0.835,0.922605,0.921427,0.962264,0.87547,0.916817,0.848059,10025,338,1226,8619,0.032616,0.12453,0.967384,20208,0.487183,0.44324,24858.0
166,0.84,0.922259,0.921046,0.96327,0.873743,0.916325,0.847556,10035,328,1243,8602,0.031651,0.126257,0.968349,20208,0.487183,0.441904,25188.0
167,0.845,0.921962,0.920716,0.964286,0.872118,0.915889,0.847151,10045,318,1259,8586,0.030686,0.127882,0.969314,20208,0.487183,0.440618,25498.0
168,0.85,0.92117,0.919891,0.964744,0.869985,0.914917,0.845754,10050,313,1280,8565,0.030204,0.130015,0.969796,20208,0.487183,0.439331,25913.0
