,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
17,0.095,0.848814,0.863972,0.74633,0.998827,0.854312,0.736447,12465,4631,16,13625,0.270882,0.001173,0.729118,30737,0.443797,0.593942,4951.0
18,0.1,0.849823,0.86485,0.747708,0.998534,0.855107,0.737859,12500,4596,20,13621,0.268835,0.001466,0.731165,30737,0.443797,0.592673,4996.0
19,0.105,0.851157,0.866019,0.749505,0.998241,0.856173,0.739776,12545,4551,24,13617,0.266203,0.001759,0.733797,30737,0.443797,0.591079,5031.0
20,0.11,0.85223,0.866954,0.750979,0.997947,0.857026,0.741297,12582,4514,28,13613,0.264038,0.002053,0.735962,30737,0.443797,0.589745,5074.0
21,0.115,0.853759,0.868277,0.753127,0.997434,0.858233,0.743428,12636,4460,35,13606,0.26088,0.002566,0.73912,30737,0.443797,0.587761,5160.0
22,0.12,0.855419,0.869724,0.75543,0.996994,0.859563,0.745802,12693,4403,41,13600,0.257546,0.003006,0.742454,30737,0.443797,0.585711,5223.0
23,0.125,0.856622,0.87071,0.757358,0.996041,0.860454,0.747256,12743,4353,54,13587,0.254621,0.003959,0.745379,30737,0.443797,0.583661,5433.0
24,0.13,0.858249,0.872135,0.75962,0.995675,0.861775,0.749632,12798,4298,59,13582,0.251404,0.004325,0.748596,30737,0.443797,0.581709,5478.0
25,0.135,0.859648,0.873363,0.761568,0.995382,0.862917,0.751691,12845,4251,63,13578,0.248655,0.004618,0.751345,30737,0.443797,0.58005,5511.0
26,0.14,0.8616,0.875044,0.764437,0.994648,0.864479,0.75444,12915,4181,73,13568,0.24456,0.005352,0.75544,30737,0.443797,0.577447,5641.0
27,0.145,0.863162,0.876381,0.766782,0.993989,0.865726,0.756621,12972,4124,82,13559,0.241226,0.006011,0.758774,30737,0.443797,0.5753,5764.0
28,0.15,0.865049,0.878011,0.76958,0.993329,0.867256,0.759329,13039,4057,91,13550,0.237307,0.006671,0.762693,30737,0.443797,0.572828,5877.0
29,0.155,0.867261,0.879903,0.772969,0.992376,0.869038,0.762451,13120,3976,104,13537,0.232569,0.007624,0.767431,30737,0.443797,0.569769,6056.0
30,0.16,0.868627,0.880998,0.775394,0.991056,0.87006,0.764107,13180,3916,122,13519,0.229059,0.008944,0.770941,30737,0.443797,0.567232,6356.0
31,0.165,0.870352,0.882474,0.778079,0.990323,0.871464,0.766577,13243,3853,132,13509,0.225374,0.009677,0.774626,30737,0.443797,0.564857,6493.0
32,0.17,0.872401,0.884236,0.78127,0.989517,0.873148,0.769558,13317,3779,143,13498,0.221046,0.010483,0.778954,30737,0.443797,0.562091,6639.0
33,0.175,0.873638,0.885258,0.783387,0.988637,0.874125,0.77122,13367,3729,155,13486,0.218121,0.011363,0.781879,30737,0.443797,0.560074,6829.0
34,0.18,0.875329,0.88666,0.786294,0.987464,0.875471,0.773523,13435,3661,171,13470,0.214144,0.012536,0.785856,30737,0.443797,0.557341,7081.0
35,0.185,0.877347,0.888355,0.789693,0.986291,0.877111,0.776377,13513,3583,187,13454,0.209581,0.013709,0.790419,30737,0.443797,0.554283,7323.0
36,0.19,0.878973,0.889691,0.792603,0.985045,0.878408,0.778593,13580,3516,204,13437,0.205662,0.014955,0.794338,30737,0.443797,0.55155,7596.0
37,0.195,0.880112,0.890626,0.794661,0.984165,0.879319,0.780154,13627,3469,216,13425,0.202913,0.015835,0.797087,30737,0.443797,0.549631,7789.0
38,0.2,0.881739,0.891992,0.797479,0.983212,0.880659,0.782504,13690,3406,229,13412,0.199228,0.016788,0.800772,30737,0.443797,0.547158,7986.0
39,0.205,0.883235,0.893264,0.800024,0.982479,0.881914,0.784729,13746,3350,239,13402,0.195952,0.017521,0.804048,30737,0.443797,0.545011,8130.0
40,0.21,0.885025,0.894739,0.803313,0.98116,0.883374,0.787263,13819,3277,257,13384,0.191682,0.01884,0.808318,30737,0.443797,0.54205,8417.0
41,0.215,0.886912,0.896317,0.806711,0.979987,0.884946,0.790032,13893,3203,273,13368,0.187354,0.020013,0.812646,30737,0.443797,0.539122,8663.0
42,0.22,0.888408,0.897521,0.809668,0.978594,0.886152,0.792104,13958,3138,292,13349,0.183552,0.021406,0.816448,30737,0.443797,0.536389,8978.0
43,0.225,0.88984,0.898667,0.812557,0.977201,0.887306,0.794089,14021,3075,311,13330,0.179867,0.022799,0.820133,30737,0.443797,0.533722,9295.0
44,0.23,0.891336,0.899938,0.815227,0.976468,0.888592,0.796397,14077,3019,321,13320,0.176591,0.023532,0.823409,30737,0.443797,0.531574,9439.0
45,0.235,0.892703,0.901085,0.817757,0.975662,0.889758,0.798477,14130,2966,332,13309,0.173491,0.024338,0.826509,30737,0.443797,0.529492,9606.0
46,0.24,0.893874,0.902005,0.82028,0.974342,0.890698,0.800095,14184,2912,350,13291,0.170332,0.025658,0.829668,30737,0.443797,0.52715,9912.0
