,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
59,0.305,0.961419,0.945996,0.956122,0.988688,0.972132,0.91086,10117,1083,270,23599,0.096696,0.011312,0.903304,35069,0.68063,0.703812,6483.0
60,0.31,0.961761,0.946674,0.956809,0.988437,0.972366,0.911636,10135,1065,276,23593,0.095089,0.011563,0.904911,35069,0.68063,0.703128,6585.0
61,0.315,0.961961,0.947081,0.957229,0.988269,0.972502,0.912088,10146,1054,280,23589,0.094107,0.011731,0.905893,35069,0.68063,0.7027,6654.0
62,0.32,0.962018,0.94736,0.957604,0.987934,0.972533,0.912203,10156,1044,288,23581,0.093214,0.012066,0.906786,35069,0.68063,0.702187,6804.0
63,0.325,0.96216,0.947678,0.957947,0.987767,0.972628,0.912525,10165,1035,292,23577,0.092411,0.012233,0.907589,35069,0.68063,0.701816,6875.0
64,0.33,0.962274,0.947975,0.958289,0.987557,0.972703,0.91278,10174,1026,297,23572,0.091607,0.012443,0.908393,35069,0.68063,0.701417,6966.0
65,0.335,0.962303,0.948091,0.95844,0.987431,0.97272,0.91284,10178,1022,300,23569,0.09125,0.012569,0.90875,35069,0.68063,0.701218,7022.0
66,0.34,0.962531,0.948472,0.958789,0.98739,0.972879,0.913366,10187,1013,301,23568,0.090446,0.01261,0.909554,35069,0.68063,0.700932,7033.0
67,0.345,0.962674,0.948813,0.959171,0.98718,0.972974,0.913688,10197,1003,306,23563,0.089554,0.01282,0.910446,35069,0.68063,0.700505,7123.0
68,0.35,0.962816,0.949131,0.959516,0.987012,0.97307,0.914012,10206,994,310,23559,0.08875,0.012988,0.91125,35069,0.68063,0.700134,7194.0
69,0.355,0.96293,0.949428,0.95986,0.986803,0.973145,0.914269,10215,985,315,23554,0.087946,0.013197,0.912054,35069,0.68063,0.699735,7285.0
70,0.36,0.962987,0.949636,0.960126,0.986593,0.97318,0.914394,10222,978,320,23549,0.087321,0.013407,0.912679,35069,0.68063,0.699393,7378.0
71,0.365,0.96313,0.94993,0.960434,0.986468,0.973277,0.914721,10230,970,323,23546,0.086607,0.013532,0.913393,35069,0.68063,0.699079,7430.0
72,0.37,0.963272,0.950248,0.96078,0.9863,0.973373,0.915047,10239,961,327,23542,0.085804,0.0137,0.914196,35069,0.68063,0.698708,7501.0
73,0.375,0.963415,0.950543,0.961089,0.986175,0.97347,0.915374,10247,953,330,23539,0.085089,0.013825,0.914911,35069,0.68063,0.698395,7553.0
74,0.38,0.963472,0.950703,0.961281,0.986049,0.973507,0.915503,10252,948,333,23536,0.084643,0.013951,0.915357,35069,0.68063,0.698166,7608.0
75,0.385,0.963386,0.950782,0.961502,0.985672,0.973437,0.915297,10258,942,342,23527,0.084107,0.014328,0.915893,35069,0.68063,0.697739,7782.0
76,0.39,0.963358,0.95088,0.961689,0.98542,0.97341,0.915226,10263,937,348,23521,0.083661,0.01458,0.916339,35069,0.68063,0.697425,7897.0
77,0.395,0.963386,0.951114,0.962031,0.985085,0.973422,0.915287,10272,928,356,23513,0.082857,0.014915,0.917143,35069,0.68063,0.69694,8048.0
78,0.4,0.963358,0.951212,0.962219,0.984834,0.973395,0.915217,10277,923,362,23507,0.082411,0.015166,0.917589,35069,0.68063,0.696627,8163.0
79,0.405,0.963272,0.951386,0.962593,0.984289,0.97332,0.915013,10287,913,375,23494,0.081518,0.015711,0.918482,35069,0.68063,0.695971,8413.0
80,0.41,0.963443,0.951725,0.962943,0.984164,0.973438,0.91541,10296,904,378,23491,0.080714,0.015836,0.919286,35069,0.68063,0.695629,8464.0
81,0.415,0.963386,0.951943,0.963358,0.983619,0.973383,0.915276,10307,893,391,23478,0.079732,0.016381,0.920268,35069,0.68063,0.694944,8713.0
82,0.42,0.963529,0.952261,0.963708,0.983451,0.97348,0.915608,10316,884,395,23474,0.078929,0.016549,0.921071,35069,0.68063,0.694574,8784.0
83,0.425,0.963415,0.952272,0.963854,0.983116,0.97339,0.915344,10320,880,403,23466,0.078571,0.016884,0.921429,35069,0.68063,0.694231,8940.0
84,0.43,0.963643,0.952748,0.964362,0.982907,0.973546,0.915877,10333,867,408,23461,0.077411,0.017093,0.922589,35069,0.68063,0.693718,9027.0
