,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
73,0.375,0.912386,0.916446,0.863963,0.952569,0.906105,0.827803,15050,2046,647,12994,0.119677,0.047431,0.880323,30737,0.443797,0.489313,14986.0
74,0.38,0.913264,0.91714,0.866151,0.951616,0.906874,0.829247,15090,2006,660,12981,0.117337,0.048384,0.882663,30737,0.443797,0.487588,15206.0
75,0.385,0.913882,0.917554,0.868185,0.950224,0.907354,0.830154,15128,1968,679,12962,0.115115,0.049776,0.884885,30737,0.443797,0.485734,15548.0
76,0.39,0.914338,0.91786,0.869694,0.949197,0.907708,0.83083,15156,1940,693,12948,0.113477,0.050803,0.886523,30737,0.443797,0.484367,15800.0
77,0.395,0.915184,0.918539,0.871765,0.948391,0.908465,0.832266,15193,1903,704,12937,0.111313,0.051609,0.888687,30737,0.443797,0.482806,15983.0
78,0.4,0.915899,0.919034,0.87407,0.946925,0.90904,0.833373,15235,1861,724,12917,0.108856,0.053075,0.891144,30737,0.443797,0.480789,16341.0
79,0.405,0.91629,0.919245,0.875747,0.945532,0.909302,0.8339,15266,1830,743,12898,0.107043,0.054468,0.892957,30737,0.443797,0.479162,16690.0
80,0.41,0.916745,0.919558,0.877247,0.944579,0.909669,0.834616,15293,1803,756,12885,0.105463,0.055421,0.894537,30737,0.443797,0.477861,16923.0
81,0.415,0.917429,0.920061,0.879279,0.943479,0.910248,0.835745,15329,1767,771,12870,0.103358,0.056521,0.896642,30737,0.443797,0.476201,17187.0
82,0.42,0.917624,0.920081,0.880732,0.94194,0.910308,0.835913,15356,1740,792,12849,0.101778,0.05806,0.898222,30737,0.443797,0.47464,17580.0
83,0.425,0.918209,0.920466,0.882818,0.940547,0.910769,0.836841,15393,1703,811,12830,0.099614,0.059453,0.900386,30737,0.443797,0.472818,17923.0
84,0.43,0.918925,0.921036,0.884687,0.939814,0.911418,0.838102,15425,1671,821,12820,0.097742,0.060186,0.902258,30737,0.443797,0.471451,18091.0
85,0.435,0.919185,0.921099,0.886403,0.938128,0.911532,0.838403,15456,1640,844,12797,0.095929,0.061872,0.904071,30737,0.443797,0.469695,18520.0
86,0.44,0.919478,0.921229,0.887924,0.936808,0.911711,0.838814,15483,1613,862,12779,0.09435,0.063192,0.90565,30737,0.443797,0.46823,18853.0
87,0.445,0.919934,0.921461,0.890091,0.935049,0.912016,0.839499,15521,1575,886,12755,0.092127,0.064951,0.907873,30737,0.443797,0.466213,19295.0
88,0.45,0.920324,0.921627,0.892206,0.933216,0.912251,0.840066,15558,1538,911,12730,0.089963,0.066784,0.910037,30737,0.443797,0.464196,19758.0
89,0.455,0.920422,0.921514,0.893885,0.931237,0.912179,0.840072,15588,1508,938,12703,0.088208,0.068763,0.911792,30737,0.443797,0.462342,20268.0
90,0.46,0.92078,0.921673,0.895804,0.929624,0.912401,0.840622,15621,1475,960,12681,0.086277,0.070376,0.913723,30737,0.443797,0.460552,20675.0
91,0.465,0.921007,0.921737,0.897314,0.928231,0.912511,0.840949,15647,1449,979,12662,0.084757,0.071769,0.915243,30737,0.443797,0.459088,21029.0
92,0.47,0.921105,0.921677,0.898635,0.926765,0.912483,0.841025,15670,1426,999,12642,0.083411,0.073235,0.916589,30737,0.443797,0.457689,21406.0
93,0.475,0.920975,0.921352,0.899971,0.924712,0.912174,0.840626,15694,1402,1027,12614,0.082007,0.075288,0.917993,30737,0.443797,0.455998,21942.0
94,0.48,0.921268,0.92146,0.901754,0.923173,0.912338,0.841093,15724,1372,1048,12593,0.080253,0.076827,0.919747,30737,0.443797,0.454338,22332.0
95,0.485,0.92117,0.921224,0.902714,0.921707,0.912111,0.840811,15741,1355,1068,12573,0.079258,0.078293,0.920742,30737,0.443797,0.453135,22715.0
96,0.49,0.921495,0.921413,0.904176,0.92068,0.912353,0.841387,15765,1331,1082,12559,0.077854,0.07932,0.922146,30737,0.443797,0.451898,22971.0
97,0.495,0.921853,0.921549,0.906356,0.918848,0.912559,0.841991,15801,1295,1107,12534,0.075749,0.081152,0.924251,30737,0.443797,0.449914,23435.0
98,0.5,0.921951,0.921489,0.907732,0.917381,0.912531,0.842112,15824,1272,1127,12514,0.074403,0.082619,0.925597,30737,0.443797,0.448515,23812.0
99,0.505,0.922081,0.92145,0.909243,0.915842,0.912531,0.842301,15849,1247,1148,12493,0.072941,0.084158,0.927059,30737,0.443797,0.447018,24207.0
100,0.51,0.921625,0.920797,0.910286,0.913423,0.911852,0.841304,15868,1228,1181,12460,0.07183,0.086577,0.92817,30737,0.443797,0.445326,24848.0
101,0.515,0.921821,0.920787,0.912192,0.91159,0.911891,0.84163,15899,1197,1206,12435,0.070016,0.08841,0.929984,30737,0.443797,0.443505,25317.0
102,0.52,0.92169,0.920507,0.913258,0.909977,0.911615,0.841324,15917,1179,1228,12413,0.068964,0.090023,0.931036,30737,0.443797,0.442203,25739.0
